"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 20:43:46 GMT 2023","Thu Apr 06 20:44:22 GMT 2023","35532","sw-firefox","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
"passed","Thu Apr 06 20:43:28 GMT 2023","Thu Apr 06 20:43:40 GMT 2023","11538","sw-chrome","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage as default user",""
"passed","Thu Apr 06 20:44:25 GMT 2023","Thu Apr 06 20:45:04 GMT 2023","38145","sw-edge","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 20:46:26 GMT 2023","Thu Apr 06 20:46:26 GMT 2023","652","Component","SearchForm.spec.tsx","[Component] Test examples","","","[Component] SearchForm component testing",""
"skipped","Thu Apr 06 20:44:24 GMT 2023","Thu Apr 06 20:44:24 GMT 2023","0","sw-edge","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 20:43:28 GMT 2023","Thu Apr 06 20:44:17 GMT 2023","49019","sw-chrome","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 20:43:31 GMT 2023","Thu Apr 06 20:43:44 GMT 2023","12816","sw-chrome","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"passed","Thu Apr 06 20:44:49 GMT 2023","Thu Apr 06 20:44:50 GMT 2023","1614","sw-safari","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"skipped","Thu Apr 06 20:43:44 GMT 2023","Thu Apr 06 20:43:44 GMT 2023","0","sw-firefox","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 20:44:22 GMT 2023","Thu Apr 06 20:44:25 GMT 2023","3641","sw-edge","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 20:44:28 GMT 2023","Thu Apr 06 20:44:31 GMT 2023","2425","sw-edge","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"passed","Thu Apr 06 20:43:43 GMT 2023","Thu Apr 06 20:43:45 GMT 2023","2517","sw-firefox","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 20:43:28 GMT 2023","Thu Apr 06 20:43:39 GMT 2023","10628","sw-chrome","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
"passed","Thu Apr 06 20:43:47 GMT 2023","Thu Apr 06 20:45:17 GMT 2023","89485","sw-firefox","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 20:44:51 GMT 2023","Thu Apr 06 20:46:21 GMT 2023","90436","sw-safari","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 20:45:16 GMT 2023","Thu Apr 06 20:45:45 GMT 2023","29135","sw-safari","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"skipped","Thu Apr 06 20:44:49 GMT 2023","Thu Apr 06 20:44:49 GMT 2023","0","sw-safari","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 20:44:31 GMT 2023","Thu Apr 06 20:44:42 GMT 2023","11337","sw-edge","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage as default user",""
"passed","Thu Apr 06 20:44:51 GMT 2023","Thu Apr 06 20:45:16 GMT 2023","24793","sw-safari","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
